Frame 0: ('doctor', 'heals', 'patient') → REJECTED (A↔B)
Frame 1531: ('ant', 'crawls_under', 'rock') → REJECTED (A↔B)
Frame 1531: ('3', 'times', '3', 'equals', '9') → REJECTED (A↔B)
Frame 1531: ('drum', 'beats', 'loudly') → ACCEPTED (A↔B) [simple]
Frame 1532: ('fog', 'spreads_over', 'lake') → ACCEPTED (A↔B) [simple]
Frame 1532: ('car', 'crosses', 'bridge') → REJECTED (A↔B)
Frame 1532: ('rocket', 'launches_from', 'pad') → ACCEPTED (A↔B) [simple]
Frame 1532: ('bird', 'flies_over', 'mountain') → REJECTED (A↔B)
Frame 1532: ('rocket', 'blasts_into', 'space') → ACCEPTED (A↔B) [simple]
Frame 1533: ('tree', 'shades', 'ground') → REJECTED (A↔B)
Frame 1533: ('5', 'times', '2', 'equals', '10') → REJECTED (A↔B)
Frame 1533: ('leaf', 'floats_on', 'pond') → ACCEPTED (A↔B) [simple]
Frame 1533: ('tree', 'shades', 'ground') → REJECTED (A↔B)
Frame 1533: ('cloud', 'blocks', 'sun') → REJECTED (A↔B)
Frame 1534: ('water', 'fills', 'bottle') → REJECTED (A↔B)
Frame 1534: ('teacher', 'writes_on', 'board') → REJECTED (A↔B)
Frame 1534: ('fox', 'hides_in', 'bush') → ACCEPTED (A↔B) [simple]
Frame 1534: ('7', 'minus', '4', 'equals', '3') → REJECTED (A↔B)
Frame 1534: ('fire', 'crackles', 'in', 'chimney') → ACCEPTED (A↔B) [simple]
Frame 1535: ('fire', 'crackles', 'in', 'chimney') → ACCEPTED (A↔B) [simple]
Frame 1535: ('eagle', 'spots', 'mouse') → ACCEPTED (A↔B) [simple]
Frame 1535: ('seed', 'grows_into', 'plant') → ACCEPTED (A↔B) [simple]
Frame 1535: ('cat', 'scratches', 'couch') → REJECTED (A↔B)
Frame 1535: ('bird', 'builds', 'nest') → REJECTED (A↔B)
Frame 1536: ('student', 'solves', 'problem') → REJECTED (A↔B)
Frame 1536: ('bus', 'picks_up', 'passengers') → ACCEPTED (A↔B) [simple]
Frame 1536: ('moon', 'rises_above', 'trees') → REJECTED (A↔B)
Frame 1536: ('lion', 'hunts', 'deer') → REJECTED (A↔B)
Frame 1536: ('baby', 'cries_for', 'mother') → ACCEPTED (A↔B) [simple]
Frame 1537: ('bus', 'picks_up', 'passengers') → ACCEPTED (A↔B) [simple]
Frame 1537: ('earthquake', 'shakes', 'city') → ACCEPTED (A↔B) [simple]
Frame 1537: ('rabbit', 'runs_across', 'field') → ACCEPTED (A↔B) [simple]
Frame 1537: ('earthquake', 'shakes', 'city') → ACCEPTED (A↔B) [simple]
Frame 1537: ('sheep', 'eats', 'grass') → ACCEPTED (A↔B) [simple]
Frame 1538: ('phone', 'rings', 'loudly') → REJECTED (A↔B)
Frame 1538: ('bird', 'flies_over', 'mountain') → REJECTED (A↔B)
Frame 1538: ('2', 'times', '3', 'equals', '6') → REJECTED (A↔B)
Frame 1538: ('wind', 'blows', 'tree') → REJECTED (A↔B)
Frame 1538: ('bus', 'picks_up', 'passengers') → ACCEPTED (A↔B) [simple]
Frame 1539: ('sunlight', 'warms', 'rock') → REJECTED (A↔B)
Frame 1539: ('lightning', 'flashes_in', 'sky') → ACCEPTED (A↔B) [simple]
Frame 1539: ('door', 'opens_to', 'room') → REJECTED (A↔B)
Frame 1539: ('storm', 'damages', 'building') → REJECTED (A↔B)
Frame 1539: ('7', 'plus', '2', 'equals', '9') → REJECTED (A↔B)
Frame 1540: ('rocket', 'launches_from', 'pad') → ACCEPTED (A↔B) [simple]
Frame 1540: ('rabbit', 'runs_across', 'field') → ACCEPTED (A↔B) [simple]
Frame 1540: ('earthquake', 'shakes', 'city') → ACCEPTED (A↔B) [simple]
Frame 1540: ('lightning', 'flashes_in', 'sky') → ACCEPTED (A↔B) [simple]
Frame 1540: ('earthquake', 'shakes', 'city') → ACCEPTED (A↔B) [simple]
Frame 1541: ('bird', 'flies_over', 'mountain') → REJECTED (A↔B)
Frame 1541: ('9', 'minus', '5', 'equals', '4') → REJECTED (A↔B)
Frame 1541: ('storm', 'damages', 'building') → REJECTED (A↔B)
Frame 1541: ('lightning', 'flashes_in', 'sky') → ACCEPTED (A↔B) [simple]
Frame 1541: ('ice', 'melts_on', 'plate') → REJECTED (A↔B)
Frame 1542: ('teacher', 'teaches', 'student') → REJECTED (A↔B)
Frame 1542: ('phone', 'rings', 'loudly') → REJECTED (A↔B)
Frame 1542: ('lion', 'hunts', 'deer') → REJECTED (A↔B)
Frame 1542: ('rain', 'taps_on', 'roof') → REJECTED (A↔B)
Frame 1542: ('seed', 'grows_into', 'plant') → ACCEPTED (A↔B) [simple]
Frame 1543: ('cat', 'climbs', 'tree') → REJECTED (A↔B)
Frame 1543: ('rain', 'taps_on', 'roof') → REJECTED (A↔B)
Frame 1543: ('mother', 'feeds', 'baby') → ACCEPTED (A↔B) [simple]
Frame 1543: ('dog', 'barks_at', 'stranger') → REJECTED (A↔B)
Frame 1543: ('tree', 'shades', 'ground') → REJECTED (A↔B)
Frame 1544: ('sheep', 'eats', 'grass') → ACCEPTED (A↔B) [simple]
Frame 1544: ('eagle', 'spots', 'mouse') → ACCEPTED (A↔B) [simple]
Frame 1544: ('leaf', 'floats_on', 'pond') → ACCEPTED (A↔B) [simple]
Frame 1544: ('frog', 'leaps_into', 'pond') → ACCEPTED (A↔B) [simple]
Frame 1544: ('fire', 'burns', 'wood') → ACCEPTED (A↔B) [simple]
Frame 1545: ('10', 'divided_by', '2', 'equals', '5') → REJECTED (A↔B)
Frame 1545: ('thunder', 'echoes_through', 'mountains') → REJECTED (A↔B)
Frame 1545: ('rocket', 'blasts_into', 'space') → ACCEPTED (A↔B) [simple]
Frame 1545: ('car', 'crosses', 'bridge') → REJECTED (A↔B)
Frame 1545: ('fire', 'burns', 'wood') → ACCEPTED (A↔B) [simple]
Frame 1546: ('lightning', 'flashes_in', 'sky') → ACCEPTED (A↔B) [simple]
Frame 1546: ('fan', 'spins_on', 'ceiling') → ACCEPTED (A↔B) [simple]
Frame 1546: ('sheep', 'eats', 'grass') → ACCEPTED (A↔B) [simple]
Frame 1546: ('baby', 'cries_for', 'mother') → ACCEPTED (A↔B) [simple]
Frame 1546: ('frog', 'leaps_into', 'pond') → ACCEPTED (A↔B) [simple]
Frame 1547: ('7', 'plus', '2', 'equals', '9') → REJECTED (A↔B)
Frame 1547: ('8', 'divided_by', '2', 'equals', '4') → REJECTED (A↔B)
Frame 1547: ('child', 'plays_with', 'toy') → REJECTED (A↔B)
Frame 1547: ('fog', 'spreads_over', 'lake') → ACCEPTED (A↔B) [simple]
Frame 1547: ('fog', 'spreads_over', 'lake') → ACCEPTED (A↔B) [simple]
Frame 1548: ('ice', 'melts_on', 'plate') → REJECTED (A↔B)
Frame 1548: ('window', 'looks_out_on', 'garden') → REJECTED (A↔B)
Frame 1548: ('bus', 'waits_at', 'stop') → REJECTED (A↔B)
Frame 1548: ('musician', 'plays', 'instrument') → ACCEPTED (A↔B) [simple]
Frame 1548: ('tree', 'shades', 'ground') → REJECTED (A↔B)
Frame 1549: ('bus', 'picks_up', 'passengers') → ACCEPTED (A↔B) [simple]
Frame 1549: ('clock', 'ticks', 'loudly') → ACCEPTED (A↔B) [simple]
Frame 1549: ('candle', 'glows_in', 'dark') → ACCEPTED (A↔B) [simple]
Frame 1549: ('music', 'plays_on', 'radio') → ACCEPTED (A↔B) [simple]
Frame 1549: ('baby', 'cries_for', 'mother') → ACCEPTED (A↔B) [simple]
Frame 1550: ('worker', 'paints', 'house') → REJECTED (A↔B)
Frame 1550: ('5', 'plus', '7', 'equals', '12') → REJECTED (A↔B)
Frame 1550: ('baby', 'cries_for', 'mother') → ACCEPTED (A↔B) [simple]
Frame 1550: ('child', 'draws_on', 'paper') → REJECTED (A↔B)
Frame 1550: ('music', 'plays_on', 'radio') → ACCEPTED (A↔B) [simple]
Frame 1551: ('musician', 'plays', 'instrument') → ACCEPTED (A↔B) [simple]
Frame 1551: ('fox', 'hides_in', 'bush') → ACCEPTED (A↔B) [simple]
Frame 1551: ('sheep', 'eats', 'grass') → ACCEPTED (A↔B) [simple]
Frame 1551: ('sheep', 'eats', 'grass') → ACCEPTED (A↔B) [simple]
Frame 1551: ('cow', 'produces', 'milk') → ACCEPTED (A↔B) [simple]
Frame 1552: ('cloud', 'covers', 'sky') → REJECTED (A↔B)
Frame 1552: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1552: ('window', 'looks_out_on', 'garden') → REJECTED (A↔B)
Frame 1552: ('ant', 'crawls_under', 'rock') → REJECTED (A↔B)
Frame 1552: ('9', 'minus', '5', 'equals', '4') → REJECTED (A↔B)
Frame 1553: ('3', 'plus', '2', 'equals', '5') → REJECTED (A↔B)
Frame 1553: ('baby', 'cries_for', 'mother') → ACCEPTED (A↔B) [simple]
Frame 1553: ('candle', 'glows_in', 'dark') → ACCEPTED (A↔B) [simple]
Frame 1553: ('fox', 'hides_in', 'bush') → ACCEPTED (A↔B) [simple]
Frame 1553: ('hammer', 'hits', 'nail') → REJECTED (A↔B)
Frame 1554: ('music', 'plays_on', 'radio') → ACCEPTED (A↔B) [simple]
Frame 1554: ('music', 'plays_on', 'radio') → ACCEPTED (A↔B) [simple]
Frame 1554: ('bus', 'picks_up', 'passengers') → ACCEPTED (A↔B) [simple]
Frame 1554: ('fan', 'spins_on', 'ceiling') → ACCEPTED (A↔B) [simple]
Frame 1554: ('thunder', 'echoes_through', 'mountains') → REJECTED (A↔B)
Frame 1555: ('sheep', 'eats', 'grass') → ACCEPTED (A↔B) [simple]
Frame 1555: ('rocket', 'launches_from', 'pad') → ACCEPTED (A↔B) [simple]
Frame 1555: ('candle', 'glows_in', 'dark') → ACCEPTED (A↔B) [simple]
Frame 1555: ('airplane', 'carries', 'passenger') → ACCEPTED (A↔B) [simple]
Frame 1555: ('frog', 'leaps_into', 'pond') → ACCEPTED (A↔B) [simple]
Frame 1556: ('seed', 'grows_into', 'plant') → ACCEPTED (A↔B) [simple]
Frame 1556: ('duck', 'swims_with', 'ducklings') → ACCEPTED (A↔B) [simple]
Frame 1556: ('baby', 'cries_for', 'mother') → ACCEPTED (A↔B) [simple]
Frame 1556: ('music', 'plays_on', 'radio') → ACCEPTED (A↔B) [simple]
Frame 1556: ('fox', 'hides_in', 'bush') → ACCEPTED (A↔B) [simple]
Frame 1557: ('drum', 'beats', 'loudly') → ACCEPTED (A↔B) [simple]
Frame 1557: ('fog', 'spreads_over', 'lake') → ACCEPTED (A↔B) [simple]
Frame 1557: ('guard', 'protects', 'gate') → ACCEPTED (A↔B) [simple]
Frame 1557: ('fire', 'crackles', 'in', 'chimney') → ACCEPTED (A↔B) [simple]
Frame 1557: ('rocket', 'blasts_into', 'space') → ACCEPTED (A↔B) [simple]
Frame 1558: ('fog', 'spreads_over', 'lake') → ACCEPTED (A↔B) [simple]
Frame 1558: ('4', 'plus', '5', 'equals', '9') → REJECTED (A↔B)
Frame 1558: ('robot', 'fixes', 'machine') → REJECTED (A↔B)
Frame 1558: ('door', 'opens_to', 'room') → REJECTED (A↔B)
Frame 1558: ('fog', 'spreads_over', 'lake') → ACCEPTED (A↔B) [simple]
Frame 1559: ('bus', 'picks_up', 'passengers') → ACCEPTED (A↔B) [simple]
Frame 1559: ('frog', 'leaps_into', 'pond') → ACCEPTED (A↔B) [simple]
Frame 1559: ('music', 'plays_on', 'radio') → ACCEPTED (A↔B) [simple]
Frame 1559: ('baby', 'cries_for', 'mother') → ACCEPTED (A↔B) [simple]
Frame 1559: ('earthquake', 'shakes', 'city') → ACCEPTED (A↔B) [simple]
Frame 1560: ('hammer', 'hits', 'nail') → REJECTED (A↔B)
Frame 1560: ('student', 'reads', 'book') → REJECTED (A↔B)
Frame 1560: ('teacher', 'corrects', 'test') → REJECTED (A↔B)
Frame 1560: ('boat', 'sails_on', 'lake') → REJECTED (A↔B)
Frame 1560: ('horse', 'pulls', 'cart') → REJECTED (A↔B)
Frame 1561: ('fire', 'burns', 'wood') → ACCEPTED (A↔B) [simple]
Frame 1561: ('drum', 'beats', 'loudly') → ACCEPTED (A↔B) [simple]
Frame 1561: ('eagle', 'spots', 'mouse') → ACCEPTED (A↔B) [simple]
Frame 1561: ('rocket', 'launches_from', 'pad') → ACCEPTED (A↔B) [simple]
Frame 1561: ('sheep', 'eats', 'grass') → ACCEPTED (A↔B) [simple]
Frame 1562: ('frog', 'leaps_into', 'pond') → ACCEPTED (A↔B) [simple]
Frame 1562: ('fire', 'burns', 'wood') → ACCEPTED (A↔B) [simple]
Frame 1562: ('bus', 'picks_up', 'passengers') → ACCEPTED (A↔B) [simple]
Frame 1562: ('clock', 'ticks', 'loudly') → ACCEPTED (A↔B) [simple]
Frame 1562: ('rocket', 'blasts_into', 'space') → ACCEPTED (A↔B) [simple]
Frame 1563: ('wind', 'blows', 'tree') → REJECTED (A↔B)
Frame 1563: ('ant', 'crawls_under', 'rock') → REJECTED (A↔B)
Frame 1563: ('10', 'divided_by', '2', 'equals', '5') → REJECTED (A↔B)
Frame 1563: ('child', 'pets', 'dog') → REJECTED (A↔B)
Frame 1563: ('lightning', 'flashes_in', 'sky') → ACCEPTED (A↔B) [simple]
Frame 1564: ('speaker', 'projects', 'sound') → ACCEPTED (A↔B) [simple]
Frame 1564: ('leaf', 'floats_on', 'pond') → ACCEPTED (A↔B) [simple]
Frame 1564: ('rabbit', 'runs_across', 'field') → ACCEPTED (A↔B) [simple]
Frame 1564: ('candle', 'glows_in', 'dark') → ACCEPTED (A↔B) [simple]
Frame 1564: ('rabbit', 'runs_across', 'field') → ACCEPTED (A↔B) [simple]
Frame 1565: ('7', 'plus', '2', 'equals', '9') → REJECTED (A↔B)
Frame 1565: ('flower', 'opens', 'petals') → REJECTED (A↔B)
Frame 1565: ('engine', 'drives', 'vehicle') → REJECTED (A↔B)
Frame 1565: ('leaf', 'floats_on', 'pond') → ACCEPTED (A↔B) [simple]
Frame 1565: ('car', 'crosses', 'bridge') → REJECTED (A↔B)
Frame 1566: ('candle', 'glows_in', 'dark') → ACCEPTED (A↔B) [simple]
Frame 1566: ('clock', 'ticks', 'loudly') → ACCEPTED (A↔B) [simple]
Frame 1566: ('earthquake', 'shakes', 'city') → ACCEPTED (A↔B) [simple]
Frame 1566: ('lightning', 'flashes_in', 'sky') → ACCEPTED (A↔B) [simple]
Frame 1566: ('earthquake', 'shakes', 'city') → ACCEPTED (A↔B) [simple]
Frame 1567: ('eagle', 'spots', 'mouse') → ACCEPTED (A↔B) [simple]
Frame 1567: ('candle', 'glows_in', 'dark') → ACCEPTED (A↔B) [simple]
Frame 1567: ('fan', 'spins_on', 'ceiling') → ACCEPTED (A↔B) [simple]
Frame 1567: ('rabbit', 'runs_across', 'field') → ACCEPTED (A↔B) [simple]
Frame 1567: ('music', 'plays_on', 'radio') → ACCEPTED (A↔B) [simple]
Frame 1568: ('candle', 'glows_in', 'dark') → ACCEPTED (A↔B) [simple]
Frame 1568: ('musician', 'plays', 'instrument') → ACCEPTED (A↔B) [simple]
Frame 1568: ('airplane', 'carries', 'passenger') → ACCEPTED (A↔B) [simple]
Frame 1568: ('lightning', 'flashes_in', 'sky') → ACCEPTED (A↔B) [simple]
Frame 1568: ('fog', 'spreads_over', 'lake') → ACCEPTED (A↔B) [simple]
Frame 1569: ('seed', 'grows_into', 'plant') → ACCEPTED (A↔B) [simple]
Frame 1569: ('baby', 'cries_for', 'mother') → ACCEPTED (A↔B) [simple]
Frame 1569: ('leaf', 'floats_on', 'pond') → ACCEPTED (A↔B) [simple]
Frame 1569: ('rocket', 'blasts_into', 'space') → ACCEPTED (A↔B) [simple]
Frame 1569: ('fire', 'crackles', 'in', 'chimney') → ACCEPTED (A↔B) [simple]
Frame 1570: ('student', 'solves', 'problem') → REJECTED (A↔B)
Frame 1570: ('flower', 'opens', 'petals') → REJECTED (A↔B)
Frame 1570: ('child', 'pets', 'dog') → REJECTED (A↔B)
Frame 1570: ('10', 'minus', '7', 'equals', '3') → REJECTED (A↔B)
Frame 1570: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 1571: ('guard', 'protects', 'gate') → ACCEPTED (A↔B) [simple]
Frame 1571: ('drum', 'beats', 'loudly') → ACCEPTED (A↔B) [simple]
Frame 1571: ('music', 'plays_on', 'radio') → ACCEPTED (A↔B) [simple]
Frame 1571: ('fan', 'spins_on', 'ceiling') → ACCEPTED (A↔B) [simple]
Frame 1571: ('eagle', 'spots', 'mouse') → ACCEPTED (A↔B) [simple]
Frame 1572: ('boat', 'sails_on', 'lake') → REJECTED (A↔B)
Frame 1572: ('rabbit', 'runs_across', 'field') → ACCEPTED (A↔B) [simple]
Frame 1572: ('music', 'plays_on', 'radio') → ACCEPTED (A↔B) [simple]
Frame 1572: ('8', 'minus', '6', 'equals', '2') → REJECTED (A↔B)
Frame 1572: ('bus', 'waits_at', 'stop') → REJECTED (A↔B)
Frame 1573: ('farmer', 'plants', 'seeds') → ACCEPTED (A↔B) [simple]
Frame 1573: ('seed', 'grows_into', 'plant') → ACCEPTED (A↔B) [simple]
Frame 1573: ('farmer', 'plants', 'seeds') → ACCEPTED (A↔B) [simple]
Frame 1573: ('rocket', 'blasts_into', 'space') → ACCEPTED (A↔B) [simple]
Frame 1573: ('fog', 'spreads_over', 'lake') → ACCEPTED (A↔B) [simple]
Frame 1574: ('doctor', 'heals', 'patient') → REJECTED (A↔B)
Frame 1574: ('tree', 'drops', 'leaves') → REJECTED (A↔B)
Frame 1574: ('leaf', 'floats_on', 'pond') → ACCEPTED (A↔B) [simple]
Frame 1574: ('fire', 'crackles', 'in', 'chimney') → ACCEPTED (A↔B) [simple]
Frame 1574: ('lightning', 'flashes_in', 'sky') → ACCEPTED (A↔B) [simple]
Frame 1575: ('frog', 'leaps_into', 'pond') → ACCEPTED (A↔B) [simple]
Frame 1575: ('3', 'times', '3', 'equals', '9') → REJECTED (A↔B)
Frame 1575: ('ice', 'melts_on', 'plate') → REJECTED (A↔B)
Frame 1575: ('sunlight', 'warms', 'rock') → REJECTED (A↔B)
Frame 1575: ('2', 'plus', '2', 'equals', '4') → REJECTED (A↔B)
Frame 1576: ('sheep', 'eats', 'grass') → ACCEPTED (A↔B) [simple]
Frame 1576: ('fog', 'spreads_over', 'lake') → ACCEPTED (A↔B) [simple]
Frame 1576: ('seed', 'grows_into', 'plant') → ACCEPTED (A↔B) [simple]
Frame 1576: ('duck', 'swims_with', 'ducklings') → ACCEPTED (A↔B) [simple]
Frame 1576: ('fan', 'spins_on', 'ceiling') → ACCEPTED (A↔B) [simple]
Frame 1577: ('earthquake', 'shakes', 'city') → ACCEPTED (A↔B) [simple]
Frame 1577: ('mother', 'feeds', 'baby') → ACCEPTED (A↔B) [simple]
Frame 1577: ('fan', 'spins_on', 'ceiling') → ACCEPTED (A↔B) [simple]
Frame 1577: ('rocket', 'launches_from', 'pad') → ACCEPTED (A↔B) [simple]
Frame 1577: ('lightning', 'flashes_in', 'sky') → ACCEPTED (A↔B) [simple]
Frame 1578: ('8', 'plus', '1', 'equals', '9') → REJECTED (A↔B)
Frame 1578: ('tree', 'drops', 'leaves') → REJECTED (A↔B)
Frame 1578: ('wind', 'blows', 'tree') → REJECTED (A↔B)
Frame 1578: ('ice', 'melts_on', 'plate') → REJECTED (A↔B)
Frame 1578: ('wind', 'howls', 'through', 'trees') → REJECTED (A↔B)
Frame 1579: ('speaker', 'projects', 'sound') → ACCEPTED (A↔B) [simple]
Frame 1579: ('rocket', 'launches_from', 'pad') → ACCEPTED (A↔B) [simple]
Frame 1579: ('fan', 'spins_on', 'ceiling') → ACCEPTED (A↔B) [simple]
Frame 1579: ('clock', 'ticks', 'loudly') → ACCEPTED (A↔B) [simple]
Frame 1579: ('mother', 'feeds', 'baby') → ACCEPTED (A↔B) [simple]
Frame 1580: ('guard', 'protects', 'gate') → ACCEPTED (A↔B) [simple]
Frame 1580: ('owl', 'watches_from', 'tree') → REJECTED (A↔B)
Frame 1580: ('robot', 'fixes', 'machine') → REJECTED (A↔B)
Frame 1580: ('engine', 'drives', 'vehicle') → REJECTED (A↔B)
Frame 1580: ('7', 'plus', '2', 'equals', '9') → REJECTED (A↔B)
Frame 1581: ('moon', 'rises_above', 'trees') → REJECTED (A↔B)
Frame 1581: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1581: ('2', 'plus', '2', 'equals', '4') → REJECTED (A↔B)
Frame 1581: ('rocket', 'launches_from', 'pad') → ACCEPTED (A↔B) [simple]
Frame 1581: ('hammer', 'hits', 'nail') → REJECTED (A↔B)
Frame 1582: ('dog', 'guards', 'house') → REJECTED (A↔B)
Frame 1582: ('storm', 'damages', 'building') → REJECTED (A↔B)
Frame 1582: ('ant', 'crawls_under', 'rock') → REJECTED (A↔B)
Frame 1582: ('eagle', 'spots', 'mouse') → ACCEPTED (A↔B) [simple]
Frame 1582: ('window', 'looks_out_on', 'garden') → REJECTED (A↔B)
Frame 1583: ('cloud', 'blocks', 'sun') → REJECTED (A↔B)
Frame 1583: ('farmer', 'plants', 'seeds') → ACCEPTED (A↔B) [simple]
Frame 1583: ('drum', 'beats', 'loudly') → ACCEPTED (A↔B) [simple]
Frame 1583: ('bus', 'waits_at', 'stop') → REJECTED (A↔B)
Frame 1583: ('fire', 'burns', 'wood') → ACCEPTED (A↔B) [simple]
Frame 1584: ('music', 'plays_on', 'radio') → ACCEPTED (A↔B) [simple]
Frame 1584: ('music', 'plays_on', 'radio') → ACCEPTED (A↔B) [simple]
Frame 1584: ('music', 'plays_on', 'radio') → ACCEPTED (A↔B) [simple]
Frame 1584: ('rocket', 'blasts_into', 'space') → ACCEPTED (A↔B) [simple]
Frame 1584: ('bus', 'picks_up', 'passengers') → ACCEPTED (A↔B) [simple]
Frame 1585: ('rocket', 'launches_from', 'pad') → ACCEPTED (A↔B) [simple]
Frame 1585: ('duck', 'swims_with', 'ducklings') → ACCEPTED (A↔B) [simple]
Frame 1585: ('rabbit', 'runs_across', 'field') → ACCEPTED (A↔B) [simple]
Frame 1585: ('fire', 'burns', 'wood') → ACCEPTED (A↔B) [simple]
Frame 1585: ('leaf', 'floats_on', 'pond') → ACCEPTED (A↔B) [simple]
Frame 1586: ('6', 'plus', '2', 'equals', '8') → REJECTED (A↔B)
Frame 1586: ('child', 'draws_on', 'paper') → REJECTED (A↔B)
Frame 1586: ('moon', 'rises_above', 'trees') → REJECTED (A↔B)
Frame 1586: ('cat', 'scratches', 'couch') → REJECTED (A↔B)
Frame 1586: ('bee', 'buzzes_around', 'flower') → REJECTED (A↔B)
Frame 1587: ('guard', 'protects', 'gate') → ACCEPTED (A↔B) [simple]
Frame 1587: ('guard', 'protects', 'gate') → ACCEPTED (A↔B) [simple]
Frame 1587: ('drum', 'beats', 'loudly') → ACCEPTED (A↔B) [simple]
Frame 1587: ('drum', 'beats', 'loudly') → ACCEPTED (A↔B) [simple]
Frame 1587: ('cow', 'produces', 'milk') → ACCEPTED (A↔B) [simple]
Frame 1588: ('farmer', 'plants', 'seeds') → ACCEPTED (A↔B) [simple]
Frame 1588: ('earthquake', 'shakes', 'city') → ACCEPTED (A↔B) [simple]
Frame 1588: ('music', 'plays_on', 'radio') → ACCEPTED (A↔B) [simple]
Frame 1588: ('seed', 'grows_into', 'plant') → ACCEPTED (A↔B) [simple]
Frame 1588: ('cow', 'produces', 'milk') → ACCEPTED (A↔B) [simple]
Frame 1589: ('sun', 'sets_behind', 'hill') → REJECTED (A↔B)
Frame 1589: ('storm', 'roars_through', 'night') → REJECTED (A↔B)
Frame 1589: ('clouds', 'gather_over', 'valley') → REJECTED (A↔B)
Frame 1589: ('5', 'plus', '7', 'equals', '12') → REJECTED (A↔B)
Frame 1589: ('cloud', 'covers', 'sky') → REJECTED (A↔B)
Frame 1590: ('mother', 'feeds', 'baby') → ACCEPTED (A↔B) [simple]
Frame 1590: ('frog', 'leaps_into', 'pond') → ACCEPTED (A↔B) [simple]
Frame 1590: ('rabbit', 'runs_across', 'field') → ACCEPTED (A↔B) [simple]
Frame 1590: ('fire', 'burns', 'wood') → ACCEPTED (A↔B) [simple]
Frame 1590: ('rocket', 'blasts_into', 'space') → ACCEPTED (A↔B) [simple]
