Frame 0: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1547: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 1547: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 1547: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1548: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 1548: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1548: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1548: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 1548: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 1549: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 1549: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1549: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 1549: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 1549: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1550: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1550: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1550: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1550: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 1550: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 1551: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1551: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1551: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1551: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 1551: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 1552: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1552: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1552: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1552: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 1552: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 1553: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1553: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1553: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 1553: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1553: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 1554: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 1554: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1554: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1554: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1554: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1555: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1555: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 1555: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1555: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1555: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 1556: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1556: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 1556: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 1556: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 1556: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 1557: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1557: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 1557: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1557: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1557: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 1558: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1558: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 1558: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 1558: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1558: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1559: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 1559: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 1559: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 1559: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1559: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 1560: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1560: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1560: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1560: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 1560: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 1561: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1561: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1561: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1561: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 1561: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1562: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1562: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1562: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1562: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1562: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 1563: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 1563: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 1563: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 1563: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 1563: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 1564: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 1564: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1564: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 1564: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1564: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 1565: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1565: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1565: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 1565: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1565: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1566: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 1566: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1566: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1566: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1566: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1567: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 1567: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 1567: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1567: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1567: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1568: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1568: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1568: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1568: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 1568: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 1569: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1569: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 1569: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 1569: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1569: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1570: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 1570: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 1570: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1570: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1570: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 1571: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1571: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1571: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 1571: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1571: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 1572: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1572: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1572: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1572: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1572: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1573: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1573: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 1573: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 1573: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1573: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1574: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1574: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1574: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1574: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1574: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1575: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1575: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 1575: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 1575: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1575: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1576: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1576: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1576: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1576: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1576: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 1577: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1577: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 1577: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 1577: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 1577: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 1578: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1578: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 1578: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 1578: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 1578: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1579: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1579: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1579: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1579: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1579: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1580: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 1580: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1580: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 1580: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1580: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 1581: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1581: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1581: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 1581: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 1581: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 1582: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1582: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 1582: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 1582: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1582: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1583: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 1583: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1583: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1583: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 1583: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1584: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1584: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1584: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1584: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1584: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 1585: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1585: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1585: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 1585: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 1585: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 1586: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 1586: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 1586: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1586: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1586: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1587: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 1587: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 1587: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1587: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 1587: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1588: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 1588: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 1588: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 1588: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1588: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1589: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1589: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1589: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 1589: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1589: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1590: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1590: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1590: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1590: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1590: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1591: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1591: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 1591: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1591: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1591: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 1592: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 1592: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1592: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1592: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1592: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1593: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 1593: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1593: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 1593: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1593: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 1594: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 1594: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1594: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 1594: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1594: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1595: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1595: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1595: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 1595: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 1595: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1596: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1596: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 1596: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 1596: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 1596: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1597: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1597: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1597: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 1597: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1597: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 1598: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 1598: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1598: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1598: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1598: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 1599: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1599: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1599: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1599: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 1599: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 1600: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1600: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1600: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 1600: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1600: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1601: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 1601: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1601: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1601: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1601: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1602: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 1602: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1602: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1602: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1602: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1603: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1603: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1603: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 1603: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1603: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 1604: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 1604: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1604: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 1604: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 1604: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1605: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1605: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1605: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 1605: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 1605: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1606: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1606: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1606: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 1606: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1606: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1607: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 1607: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1607: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 1607: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1607: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 1608: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 1608: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 1608: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 1608: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1608: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1609: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 1609: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1609: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 1609: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 1609: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 1610: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1610: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 1610: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 1610: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1610: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1611: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1611: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 1611: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1611: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1611: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1612: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1612: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 1612: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 1612: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1612: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 1613: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 1613: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1613: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1613: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 1613: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 1614: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 1614: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 1614: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 1614: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 1614: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 1615: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 1615: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 1615: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 1615: ('dog', 'chases', 'cat') → REJECTED (A↔B)
