Frame 0: PROPOSED ('afraid', 'bored', 'afraid') ↔ ('ängstlich', 'gelangweilt', 'ängstlich') → REJECTED
Frame 4886: PROPOSED ('river', 'slow', 'child') ↔ ('Fluss', 'langsam', 'Kind') → REJECTED
Frame 4886: PROPOSED ('spoon', 'teach', 'dog') ↔ ('Löffel', 'lehren', 'Hund') → REJECTED
Frame 4887: PROPOSED ('tree', 'small', 'none') ↔ ('Baum', 'klein', 'keine') → REJECTED
Frame 4887: PROPOSED ('across', 'through', 'one') ↔ ('über', 'durch', 'eins') → REJECTED
Frame 4888: PROPOSED ('fly', 'none', 'jump') ↔ ('fliegen', 'keine', 'springen') → REJECTED
Frame 4888: PROPOSED ('small', 'tired', 'house') ↔ ('klein', 'müde', 'Haus') → REJECTED
Frame 4889: PROPOSED ('learn', 'teach', 'backpack') ↔ ('lernen', 'lehren', 'Rucksack') → REJECTED
Frame 4889: PROPOSED ('warm', 'car', 'child') ↔ ('warm', 'Auto', 'Kind') → REJECTED
Frame 4890: PROPOSED ('small', 'car', 'cold') ↔ ('klein', 'Auto', 'kalt') → REJECTED
Frame 4890: PROPOSED ('run', 'run', 'safe') ↔ ('laufen', 'laufen', 'sicher') → REJECTED
Frame 4891: PROPOSED ('table', 'near', 'river') ↔ ('Tisch', 'nahe', 'Fluss') → REJECTED
Frame 4891: PROPOSED ('across', 'few', 'city') ↔ ('über', 'wenige', 'Stadt') → REJECTED
Frame 4892: PROPOSED ('beside', 'boat', 'many') ↔ ('neben', 'Boot', 'viele') → REJECTED
Frame 4892: PROPOSED ('safe', 'walk', 'door') ↔ ('sicher', 'gehen', 'Tür') → REJECTED
Frame 4893: PROPOSED ('field', 'dog', 'happy') ↔ ('Feld', 'Hund', 'glücklich') → REJECTED
Frame 4893: PROPOSED ('door', 'tired', 'car') ↔ ('Tür', 'müde', 'Auto') → REJECTED
Frame 4894: PROPOSED ('some', 'through', 'lamp') ↔ ('einige', 'durch', 'Lampe') → REJECTED
Frame 4894: PROPOSED ('angry', 'backpack', 'angry') ↔ ('wütend', 'Rucksack', 'wütend') → REJECTED
Frame 4895: PROPOSED ('all', 'over', 'door') ↔ ('alle', 'über', 'Tür') → REJECTED
Frame 4895: PROPOSED ('safe', 'house', 'tired') ↔ ('sicher', 'Haus', 'müde') → REJECTED
Frame 4896: PROPOSED ('city', 'sleep', 'mountain') ↔ ('Stadt', 'schlafen', 'Berg') → REJECTED
Frame 4896: PROPOSED ('angry', 'slow', 'bored') ↔ ('wütend', 'langsam', 'gelangweilt') → REJECTED
Frame 4897: PROPOSED ('field', 'bored', 'car') ↔ ('Feld', 'gelangweilt', 'Auto') → REJECTED
Frame 4897: PROPOSED ('tired', 'cold', 'field') ↔ ('müde', 'kalt', 'Feld') → REJECTED
Frame 4898: PROPOSED ('happy', 'tired', 'tired') ↔ ('glücklich', 'müde', 'müde') → REJECTED
Frame 4898: PROPOSED ('sleep', 'over', 'slow') ↔ ('schlafen', 'über', 'langsam') → REJECTED
Frame 4899: PROPOSED ('eat', 'big', 'boat') ↔ ('essen', 'groß', 'Boot') → REJECTED
Frame 4899: PROPOSED ('around', 'child', 'many') ↔ ('um', 'Kind', 'viele') → REJECTED
Frame 4900: PROPOSED ('run', 'dark', 'artist') ↔ ('laufen', 'dunkel', 'Künstler') → REJECTED
Frame 4900: PROPOSED ('one', 'fly', 'tree') ↔ ('eins', 'fliegen', 'Baum') → REJECTED
Frame 4901: PROPOSED ('dog', 'teacher', 'car') ↔ ('Hund', 'Lehrer', 'Auto') → REJECTED
Frame 4901: PROPOSED ('angry', 'river', 'through') ↔ ('wütend', 'Fluss', 'durch') → REJECTED
Frame 4902: PROPOSED ('happy', 'jump', 'happy') ↔ ('glücklich', 'springen', 'glücklich') → REJECTED
Frame 4902: PROPOSED ('bright', 'big', 'jump') ↔ ('hell', 'groß', 'springen') → REJECTED
Frame 4903: PROPOSED ('house', 'city', 'teach') ↔ ('Haus', 'Stadt', 'lehren') → REJECTED
Frame 4903: PROPOSED ('table', 'excited', 'sleep') ↔ ('Tisch', 'aufgeregt', 'schlafen') → REJECTED
Frame 4904: PROPOSED ('through', 'fly', 'jump') ↔ ('durch', 'fliegen', 'springen') → REJECTED
Frame 4904: PROPOSED ('artist', 'jump', 'none') ↔ ('Künstler', 'springen', 'keine') → REJECTED
Frame 4905: PROPOSED ('car', 'bored', 'across') ↔ ('Auto', 'gelangweilt', 'über') → REJECTED
Frame 4905: PROPOSED ('near', 'lamp', 'warm') ↔ ('nahe', 'Lampe', 'warm') → REJECTED
Frame 4906: PROPOSED ('house', 'safe', 'computer') ↔ ('Haus', 'sicher', 'Computer') → REJECTED
Frame 4906: PROPOSED ('house', 'child', 'spoon') ↔ ('Haus', 'Kind', 'Löffel') → REJECTED
Frame 4907: PROPOSED ('over', 'one', 'chair') ↔ ('über', 'eins', 'Stuhl') → REJECTED
Frame 4907: PROPOSED ('around', 'learn', 'fast') ↔ ('um', 'lernen', 'schnell') → REJECTED
Frame 4908: PROPOSED ('across', 'near', 'backpack') ↔ ('über', 'nahe', 'Rucksack') → REJECTED
Frame 4908: PROPOSED ('run', 'backpack', 'learn') ↔ ('laufen', 'Rucksack', 'lernen') → REJECTED
Frame 4909: PROPOSED ('bright', 'over', 'walk') ↔ ('hell', 'über', 'gehen') → REJECTED
Frame 4909: PROPOSED ('cat', 'door', 'many') ↔ ('Katze', 'Tür', 'viele') → REJECTED
Frame 4910: PROPOSED ('all', 'sleep', 'through') ↔ ('alle', 'schlafen', 'durch') → REJECTED
Frame 4910: PROPOSED ('eat', 'two', 'beside') ↔ ('essen', 'zwei', 'neben') → REJECTED
Frame 4911: PROPOSED ('child', 'under', 'computer') ↔ ('Kind', 'unter', 'Computer') → REJECTED
Frame 4911: PROPOSED ('river', 'many', 'some') ↔ ('Fluss', 'viele', 'einige') → REJECTED
Frame 4912: PROPOSED ('slow', 'small', 'under') ↔ ('langsam', 'klein', 'unter') → REJECTED
Frame 4912: PROPOSED ('swim', 'cold', 'warm') ↔ ('schwimmen', 'kalt', 'warm') → REJECTED
Frame 4913: PROPOSED ('child', 'sad', 'house') ↔ ('Kind', 'traurig', 'Haus') → REJECTED
Frame 4913: PROPOSED ('boat', 'teach', 'dog') ↔ ('Boot', 'lehren', 'Hund') → REJECTED
Frame 4914: PROPOSED ('tired', 'many', 'chair') ↔ ('müde', 'viele', 'Stuhl') → REJECTED
Frame 4914: PROPOSED ('build', 'jump', 'build') ↔ ('bauen', 'springen', 'bauen') → REJECTED
Frame 4915: PROPOSED ('spoon', 'few', 'dark') ↔ ('Löffel', 'wenige', 'dunkel') → REJECTED
Frame 4915: PROPOSED ('over', 'eat', 'happy') ↔ ('über', 'essen', 'glücklich') → REJECTED
Frame 4916: PROPOSED ('excited', 'excited', 'happy') ↔ ('aufgeregt', 'aufgeregt', 'glücklich') → REJECTED
Frame 4916: PROPOSED ('through', 'walk', 'none') ↔ ('durch', 'gehen', 'keine') → REJECTED
Frame 4917: PROPOSED ('mountain', 'sad', 'sad') ↔ ('Berg', 'traurig', 'traurig') → REJECTED
Frame 4917: PROPOSED ('sleep', 'dark', 'through') ↔ ('schlafen', 'dunkel', 'durch') → REJECTED
Frame 4918: PROPOSED ('car', 'cold', 'cat') ↔ ('Auto', 'kalt', 'Katze') → REJECTED
Frame 4918: PROPOSED ('door', 'door', 'learn') ↔ ('Tür', 'Tür', 'lernen') → REJECTED
Frame 4919: PROPOSED ('excited', 'under', 'cat') ↔ ('aufgeregt', 'unter', 'Katze') → REJECTED
Frame 4919: PROPOSED ('backpack', 'tired', 'river') ↔ ('Rucksack', 'müde', 'Fluss') → REJECTED
Frame 4920: PROPOSED ('beside', 'river', 'teacher') ↔ ('neben', 'Fluss', 'Lehrer') → REJECTED
Frame 4920: PROPOSED ('walk', 'child', 'run') ↔ ('gehen', 'Kind', 'laufen') → REJECTED
Frame 4921: PROPOSED ('beside', 'bored', 'tree') ↔ ('neben', 'gelangweilt', 'Baum') → REJECTED
Frame 4921: PROPOSED ('jump', 'swim', 'many') ↔ ('springen', 'schwimmen', 'viele') → REJECTED
Frame 4922: PROPOSED ('across', 'sleep', 'child') ↔ ('über', 'schlafen', 'Kind') → REJECTED
Frame 4922: PROPOSED ('through', 'none', 'walk') ↔ ('durch', 'keine', 'gehen') → REJECTED
Frame 4923: PROPOSED ('teach', 'excited', 'cat') ↔ ('lehren', 'aufgeregt', 'Katze') → REJECTED
Frame 4923: PROPOSED ('computer', 'some', 'door') ↔ ('Computer', 'einige', 'Tür') → REJECTED
Frame 4924: PROPOSED ('artist', 'jump', 'slow') ↔ ('Künstler', 'springen', 'langsam') → REJECTED
Frame 4924: PROPOSED ('across', 'safe', 'sad') ↔ ('über', 'sicher', 'traurig') → REJECTED
Frame 4925: PROPOSED ('chair', 'dog', 'beside') ↔ ('Stuhl', 'Hund', 'neben') → REJECTED
Frame 4925: PROPOSED ('safe', 'teach', 'small') ↔ ('sicher', 'lehren', 'klein') → REJECTED
Frame 4926: PROPOSED ('house', 'river', 'some') ↔ ('Haus', 'Fluss', 'einige') → REJECTED
Frame 4926: PROPOSED ('none', 'two', 'excited') ↔ ('keine', 'zwei', 'aufgeregt') → REJECTED
Frame 4927: PROPOSED ('happy', 'lamp', 'artist') ↔ ('glücklich', 'Lampe', 'Künstler') → REJECTED
Frame 4927: PROPOSED ('artist', 'swim', 'run') ↔ ('Künstler', 'schwimmen', 'laufen') → REJECTED
Frame 4928: PROPOSED ('artist', 'all', 'swim') ↔ ('Künstler', 'alle', 'schwimmen') → REJECTED
Frame 4928: PROPOSED ('river', 'fast', 'field') ↔ ('Fluss', 'schnell', 'Feld') → REJECTED
Frame 4929: PROPOSED ('warm', 'beside', 'dark') ↔ ('warm', 'neben', 'dunkel') → REJECTED
Frame 4929: PROPOSED ('slow', 'fast', 'calm') ↔ ('langsam', 'schnell', 'ruhig') → REJECTED
Frame 4930: PROPOSED ('artist', 'child', 'child') ↔ ('Künstler', 'Kind', 'Kind') → REJECTED
Frame 4930: PROPOSED ('through', 'sleep', 'teacher') ↔ ('durch', 'schlafen', 'Lehrer') → REJECTED
Frame 4931: PROPOSED ('safe', 'dog', 'fly') ↔ ('sicher', 'Hund', 'fliegen') → REJECTED
Frame 4931: PROPOSED ('jump', 'calm', 'angry') ↔ ('springen', 'ruhig', 'wütend') → REJECTED
Frame 4932: PROPOSED ('big', 'beside', 'computer') ↔ ('groß', 'neben', 'Computer') → REJECTED
Frame 4932: PROPOSED ('teach', 'river', 'near') ↔ ('lehren', 'Fluss', 'nahe') → REJECTED
Frame 4933: PROPOSED ('all', 'small', 'across') ↔ ('alle', 'klein', 'über') → REJECTED
Frame 4933: PROPOSED ('river', 'dark', 'beside') ↔ ('Fluss', 'dunkel', 'neben') → REJECTED
Frame 4934: PROPOSED ('boat', 'near', 'two') ↔ ('Boot', 'nahe', 'zwei') → REJECTED
Frame 4934: PROPOSED ('warm', 'car', 'teacher') ↔ ('warm', 'Auto', 'Lehrer') → REJECTED
Frame 4935: PROPOSED ('under', 'across', 'river') ↔ ('unter', 'über', 'Fluss') → REJECTED
Frame 4935: PROPOSED ('bored', 'one', 'near') ↔ ('gelangweilt', 'eins', 'nahe') → REJECTED
Frame 4936: PROPOSED ('lamp', 'bored', 'angry') ↔ ('Lampe', 'gelangweilt', 'wütend') → REJECTED
Frame 4936: PROPOSED ('house', 'near', 'safe') ↔ ('Haus', 'nahe', 'sicher') → REJECTED
Frame 4937: PROPOSED ('backpack', 'few', 'some') ↔ ('Rucksack', 'wenige', 'einige') → REJECTED
Frame 4937: PROPOSED ('slow', 'near', 'artist') ↔ ('langsam', 'nahe', 'Künstler') → REJECTED
Frame 4938: PROPOSED ('none', 'happy', 'learn') ↔ ('keine', 'glücklich', 'lernen') → REJECTED
Frame 4938: PROPOSED ('river', 'dark', 'two') ↔ ('Fluss', 'dunkel', 'zwei') → REJECTED
Frame 4939: PROPOSED ('eat', 'tired', 'one') ↔ ('essen', 'müde', 'eins') → REJECTED
Frame 4939: PROPOSED ('boat', 'beside', 'sad') ↔ ('Boot', 'neben', 'traurig') → REJECTED
Frame 4940: PROPOSED ('spoon', 'excited', 'tree') ↔ ('Löffel', 'aufgeregt', 'Baum') → REJECTED
Frame 4940: PROPOSED ('calm', 'dog', 'one') ↔ ('ruhig', 'Hund', 'eins') → REJECTED
Frame 4941: PROPOSED ('computer', 'mountain', 'fly') ↔ ('Computer', 'Berg', 'fliegen') → REJECTED
Frame 4941: PROPOSED ('field', 'spoon', 'build') ↔ ('Feld', 'Löffel', 'bauen') → REJECTED
Frame 4942: PROPOSED ('spoon', 'sad', 'run') ↔ ('Löffel', 'traurig', 'laufen') → REJECTED
Frame 4942: PROPOSED ('some', 'computer', 'cat') ↔ ('einige', 'Computer', 'Katze') → REJECTED
Frame 4943: PROPOSED ('big', 'angry', 'run') ↔ ('groß', 'wütend', 'laufen') → REJECTED
Frame 4943: PROPOSED ('warm', 'sad', 'few') ↔ ('warm', 'traurig', 'wenige') → REJECTED
Frame 4944: PROPOSED ('excited', 'around', 'field') ↔ ('aufgeregt', 'um', 'Feld') → REJECTED
Frame 4944: PROPOSED ('sad', 'across', 'dog') ↔ ('traurig', 'über', 'Hund') → REJECTED
Frame 4945: PROPOSED ('big', 'city', 'under') ↔ ('groß', 'Stadt', 'unter') → REJECTED
Frame 4945: PROPOSED ('boat', 'fast', 'near') ↔ ('Boot', 'schnell', 'nahe') → REJECTED
Frame 4946: PROPOSED ('artist', 'some', 'build') ↔ ('Künstler', 'einige', 'bauen') → REJECTED
Frame 4946: PROPOSED ('boat', 'computer', 'safe') ↔ ('Boot', 'Computer', 'sicher') → REJECTED
Frame 4947: PROPOSED ('car', 'river', 'chair') ↔ ('Auto', 'Fluss', 'Stuhl') → REJECTED
Frame 4947: PROPOSED ('cat', 'warm', 'all') ↔ ('Katze', 'warm', 'alle') → REJECTED
Frame 4948: PROPOSED ('happy', 'computer', 'under') ↔ ('glücklich', 'Computer', 'unter') → REJECTED
Frame 4948: PROPOSED ('slow', 'big', 'around') ↔ ('langsam', 'groß', 'um') → REJECTED
Frame 4949: PROPOSED ('house', 'city', 'afraid') ↔ ('Haus', 'Stadt', 'ängstlich') → REJECTED
Frame 4949: PROPOSED ('swim', 'few', 'fast') ↔ ('schwimmen', 'wenige', 'schnell') → REJECTED
Frame 4950: PROPOSED ('bored', 'near', 'dark') ↔ ('gelangweilt', 'nahe', 'dunkel') → REJECTED
Frame 4950: PROPOSED ('one', 'lamp', 'learn') ↔ ('eins', 'Lampe', 'lernen') → REJECTED
Frame 4951: PROPOSED ('big', 'small', 'under') ↔ ('groß', 'klein', 'unter') → REJECTED
Frame 4951: PROPOSED ('computer', 'cold', 'swim') ↔ ('Computer', 'kalt', 'schwimmen') → REJECTED
Frame 4952: PROPOSED ('small', 'spoon', 'around') ↔ ('klein', 'Löffel', 'um') → REJECTED
Frame 4952: PROPOSED ('build', 'teacher', 'field') ↔ ('bauen', 'Lehrer', 'Feld') → REJECTED
Frame 4953: PROPOSED ('bored', 'car', 'warm') ↔ ('gelangweilt', 'Auto', 'warm') → REJECTED
Frame 4953: PROPOSED ('excited', 'river', 'afraid') ↔ ('aufgeregt', 'Fluss', 'ängstlich') → REJECTED
Frame 4954: PROPOSED ('afraid', 'dog', 'walk') ↔ ('ängstlich', 'Hund', 'gehen') → REJECTED
Frame 4954: PROPOSED ('through', 'eat', 'warm') ↔ ('durch', 'essen', 'warm') → REJECTED
Frame 4955: PROPOSED ('dog', 'few', 'none') ↔ ('Hund', 'wenige', 'keine') → REJECTED
Frame 4955: PROPOSED ('some', 'warm', 'tree') ↔ ('einige', 'warm', 'Baum') → REJECTED
Frame 4956: PROPOSED ('over', 'backpack', 'boat') ↔ ('über', 'Rucksack', 'Boot') → REJECTED
Frame 4956: PROPOSED ('excited', 'happy', 'teacher') ↔ ('aufgeregt', 'glücklich', 'Lehrer') → REJECTED
Frame 4957: PROPOSED ('dog', 'run', 'two') ↔ ('Hund', 'laufen', 'zwei') → REJECTED
Frame 4957: PROPOSED ('learn', 'many', 'excited') ↔ ('lernen', 'viele', 'aufgeregt') → REJECTED
Frame 4958: PROPOSED ('eat', 'swim', 'through') ↔ ('essen', 'schwimmen', 'durch') → REJECTED
Frame 4958: PROPOSED ('under', 'city', 'fly') ↔ ('unter', 'Stadt', 'fliegen') → REJECTED
Frame 4959: PROPOSED ('bored', 'door', 'walk') ↔ ('gelangweilt', 'Tür', 'gehen') → REJECTED
Frame 4959: PROPOSED ('run', 'beside', 'computer') ↔ ('laufen', 'neben', 'Computer') → REJECTED
Frame 4960: PROPOSED ('door', 'dark', 'teacher') ↔ ('Tür', 'dunkel', 'Lehrer') → REJECTED
Frame 4960: PROPOSED ('over', 'lamp', 'fast') ↔ ('über', 'Lampe', 'schnell') → REJECTED
Frame 4961: PROPOSED ('many', 'near', 'lamp') ↔ ('viele', 'nahe', 'Lampe') → REJECTED
Frame 4961: PROPOSED ('warm', 'backpack', 'tired') ↔ ('warm', 'Rucksack', 'müde') → REJECTED
Frame 4962: PROPOSED ('boat', 'learn', 'door') ↔ ('Boot', 'lernen', 'Tür') → REJECTED
Frame 4962: PROPOSED ('many', 'big', 'cat') ↔ ('viele', 'groß', 'Katze') → REJECTED
Frame 4963: PROPOSED ('lamp', 'through', 'field') ↔ ('Lampe', 'durch', 'Feld') → REJECTED
Frame 4963: PROPOSED ('few', 'few', 'backpack') ↔ ('wenige', 'wenige', 'Rucksack') → REJECTED
Frame 4964: PROPOSED ('mountain', 'chair', 'slow') ↔ ('Berg', 'Stuhl', 'langsam') → REJECTED
Frame 4964: PROPOSED ('all', 'computer', 'teach') ↔ ('alle', 'Computer', 'lehren') → REJECTED
Frame 4965: PROPOSED ('bright', 'tired', 'calm') ↔ ('hell', 'müde', 'ruhig') → REJECTED
Frame 4965: PROPOSED ('angry', 'tree', 'all') ↔ ('wütend', 'Baum', 'alle') → REJECTED
Frame 4966: PROPOSED ('across', 'safe', 'bored') ↔ ('über', 'sicher', 'gelangweilt') → REJECTED
Frame 4966: PROPOSED ('safe', 'house', 'child') ↔ ('sicher', 'Haus', 'Kind') → REJECTED
Frame 4967: PROPOSED ('table', 'artist', 'across') ↔ ('Tisch', 'Künstler', 'über') → REJECTED
Frame 4967: PROPOSED ('computer', 'around', 'car') ↔ ('Computer', 'um', 'Auto') → REJECTED
Frame 4968: PROPOSED ('afraid', 'jump', 'beside') ↔ ('ängstlich', 'springen', 'neben') → REJECTED
Frame 4968: PROPOSED ('house', 'lamp', 'mountain') ↔ ('Haus', 'Lampe', 'Berg') → REJECTED
Frame 4969: PROPOSED ('dog', 'big', 'angry') ↔ ('Hund', 'groß', 'wütend') → REJECTED
Frame 4969: PROPOSED ('dog', 'fly', 'swim') ↔ ('Hund', 'fliegen', 'schwimmen') → REJECTED
Frame 4970: PROPOSED ('tree', 'teacher', 'safe') ↔ ('Baum', 'Lehrer', 'sicher') → REJECTED
Frame 4970: PROPOSED ('beside', 'two', 'sad') ↔ ('neben', 'zwei', 'traurig') → REJECTED
Frame 4971: PROPOSED ('under', 'learn', 'afraid') ↔ ('unter', 'lernen', 'ängstlich') → REJECTED
Frame 4971: PROPOSED ('over', 'run', 'eat') ↔ ('über', 'laufen', 'essen') → REJECTED
Frame 4972: PROPOSED ('tired', 'fly', 'all') ↔ ('müde', 'fliegen', 'alle') → REJECTED
Frame 4972: PROPOSED ('across', 'all', 'computer') ↔ ('über', 'alle', 'Computer') → REJECTED
Frame 4973: PROPOSED ('slow', 'cold', 'excited') ↔ ('langsam', 'kalt', 'aufgeregt') → REJECTED
Frame 4973: PROPOSED ('build', 'bright', 'city') ↔ ('bauen', 'hell', 'Stadt') → REJECTED
Frame 4974: PROPOSED ('eat', 'cold', 'tired') ↔ ('essen', 'kalt', 'müde') → REJECTED
Frame 4974: PROPOSED ('eat', 'happy', 'mountain') ↔ ('essen', 'glücklich', 'Berg') → REJECTED
Frame 4975: PROPOSED ('build', 'cat', 'dog') ↔ ('bauen', 'Katze', 'Hund') → REJECTED
Frame 4975: PROPOSED ('jump', 'calm', 'river') ↔ ('springen', 'ruhig', 'Fluss') → REJECTED
Frame 4976: PROPOSED ('across', 'chair', 'fast') ↔ ('über', 'Stuhl', 'schnell') → REJECTED
Frame 4976: PROPOSED ('through', 'through', 'mountain') ↔ ('durch', 'durch', 'Berg') → REJECTED
Frame 4977: PROPOSED ('beside', 'dog', 'table') ↔ ('neben', 'Hund', 'Tisch') → REJECTED
Frame 4977: PROPOSED ('tired', 'build', 'teacher') ↔ ('müde', 'bauen', 'Lehrer') → REJECTED
Frame 4978: PROPOSED ('house', 'river', 'tree') ↔ ('Haus', 'Fluss', 'Baum') → REJECTED
Frame 4978: PROPOSED ('calm', 'mountain', 'lamp') ↔ ('ruhig', 'Berg', 'Lampe') → REJECTED
Frame 4979: PROPOSED ('big', 'none', 'tree') ↔ ('groß', 'keine', 'Baum') → REJECTED
Frame 4979: PROPOSED ('near', 'through', 'some') ↔ ('nahe', 'durch', 'einige') → REJECTED
Frame 4980: PROPOSED ('warm', 'lamp', 'all') ↔ ('warm', 'Lampe', 'alle') → REJECTED
Frame 4980: PROPOSED ('eat', 'door', 'some') ↔ ('essen', 'Tür', 'einige') → REJECTED
Frame 4981: PROPOSED ('over', 'teach', 'build') ↔ ('über', 'lehren', 'bauen') → REJECTED
Frame 4981: PROPOSED ('many', 'excited', 'angry') ↔ ('viele', 'aufgeregt', 'wütend') → REJECTED
Frame 4982: PROPOSED ('slow', 'excited', 'spoon') ↔ ('langsam', 'aufgeregt', 'Löffel') → REJECTED
Frame 4982: PROPOSED ('build', 'jump', 'warm') ↔ ('bauen', 'springen', 'warm') → REJECTED
Frame 4983: PROPOSED ('child', 'child', 'dog') ↔ ('Kind', 'Kind', 'Hund') → REJECTED
Frame 4983: PROPOSED ('table', 'cat', 'beside') ↔ ('Tisch', 'Katze', 'neben') → REJECTED
Frame 4984: PROPOSED ('computer', 'bored', 'near') ↔ ('Computer', 'gelangweilt', 'nahe') → REJECTED
Frame 4984: PROPOSED ('sleep', 'calm', 'small') ↔ ('schlafen', 'ruhig', 'klein') → REJECTED
Frame 4985: PROPOSED ('car', 'learn', 'under') ↔ ('Auto', 'lernen', 'unter') → REJECTED
Frame 4985: PROPOSED ('house', 'small', 'happy') ↔ ('Haus', 'klein', 'glücklich') → REJECTED
Frame 4986: PROPOSED ('beside', 'through', 'dark') ↔ ('neben', 'durch', 'dunkel') → REJECTED
Frame 4986: PROPOSED ('over', 'chair', 'tired') ↔ ('über', 'Stuhl', 'müde') → REJECTED
Frame 4987: PROPOSED ('computer', 'table', 'big') ↔ ('Computer', 'Tisch', 'groß') → REJECTED
Frame 4987: PROPOSED ('teach', 'warm', 'spoon') ↔ ('lehren', 'warm', 'Löffel') → REJECTED
Frame 4988: PROPOSED ('table', 'across', 'near') ↔ ('Tisch', 'über', 'nahe') → REJECTED
Frame 4988: PROPOSED ('calm', 'excited', 'computer') ↔ ('ruhig', 'aufgeregt', 'Computer') → REJECTED
Frame 4989: PROPOSED ('city', 'cold', 'under') ↔ ('Stadt', 'kalt', 'unter') → REJECTED
Frame 4989: PROPOSED ('mountain', 'afraid', 'field') ↔ ('Berg', 'ängstlich', 'Feld') → REJECTED
Frame 4990: PROPOSED ('calm', 'small', 'spoon') ↔ ('ruhig', 'klein', 'Löffel') → REJECTED
Frame 4990: PROPOSED ('through', 'river', 'city') ↔ ('durch', 'Fluss', 'Stadt') → REJECTED
Frame 4991: PROPOSED ('build', 'dark', 'tree') ↔ ('bauen', 'dunkel', 'Baum') → REJECTED
Frame 4991: PROPOSED ('near', 'bright', 'small') ↔ ('nahe', 'hell', 'klein') → REJECTED
Frame 4992: PROPOSED ('happy', 'river', 'spoon') ↔ ('glücklich', 'Fluss', 'Löffel') → REJECTED
Frame 4992: PROPOSED ('tree', 'learn', 'house') ↔ ('Baum', 'lernen', 'Haus') → REJECTED
Frame 4993: PROPOSED ('lamp', 'tired', 'safe') ↔ ('Lampe', 'müde', 'sicher') → REJECTED
Frame 4993: PROPOSED ('one', 'teacher', 'near') ↔ ('eins', 'Lehrer', 'nahe') → REJECTED
Frame 4994: PROPOSED ('many', 'through', 'fast') ↔ ('viele', 'durch', 'schnell') → REJECTED
Frame 4994: PROPOSED ('boat', 'run', 'build') ↔ ('Boot', 'laufen', 'bauen') → REJECTED
Frame 4995: PROPOSED ('none', 'lamp', 'cat') ↔ ('keine', 'Lampe', 'Katze') → REJECTED
Frame 4995: PROPOSED ('house', 'eat', 'over') ↔ ('Haus', 'essen', 'über') → REJECTED
Frame 4996: PROPOSED ('eat', 'chair', 'near') ↔ ('essen', 'Stuhl', 'nahe') → REJECTED
Frame 4996: PROPOSED ('across', 'around', 'tree') ↔ ('über', 'um', 'Baum') → REJECTED
Frame 4997: PROPOSED ('under', 'sleep', 'chair') ↔ ('unter', 'schlafen', 'Stuhl') → REJECTED
Frame 4997: PROPOSED ('under', 'boat', 'boat') ↔ ('unter', 'Boot', 'Boot') → REJECTED
Frame 4998: PROPOSED ('house', 'teacher', 'backpack') ↔ ('Haus', 'Lehrer', 'Rucksack') → REJECTED
Frame 4998: PROPOSED ('mountain', 'field', 'river') ↔ ('Berg', 'Feld', 'Fluss') → REJECTED
Frame 4999: PROPOSED ('cat', 'boat', 'fly') ↔ ('Katze', 'Boot', 'fliegen') → REJECTED
Frame 4999: PROPOSED ('artist', 'beside', 'happy') ↔ ('Künstler', 'neben', 'glücklich') → REJECTED
Frame 5000: PROPOSED ('boat', 'computer', 'tree') ↔ ('Boot', 'Computer', 'Baum') → REJECTED
